DateTime,Transaction,Product,LineItem,Amount,BalanceDetails,JourneyId,LocationDisplay,TransactonTime,OrderDate,Payment,OrderNumber,AuthCode,Total
Dec-20-2023 07:49 PM,Missing Tap out,3 Zone UPass (N),,$0.00,$5.90,2023-12-21T01:30:00.0000000Z,"Missing Tap out
3 Zone UPass (N)",07:49 PM,,,,,
Dec-20-2023 05:30 PM,Tap in at Vancouver City Centre Stn,3 Zone UPass (N),,$0.00,$5.90,2023-12-21T01:30:00.0000000Z,"Tap in at Vancouver City Centre Stn
3 Zone UPass (N)",05:30 PM,,,,,
Dec-19-2023 04:43 PM,Tap in at Bus Stop 50537,3 Zone UPass (N),,$0.00,$5.90,2023-12-20T00:43:00.0000000Z,"Tap in at Bus Stop 50537
3 Zone UPass (N)",04:43 PM,,,,,
Dec-19-2023 04:10 PM,Transfer at Bus Stop 58501,3 Zone UPass (N),,$0.00,$5.90,2023-12-19T23:03:00.0000000Z,"Transfer at Bus Stop 58501
3 Zone UPass (N)",04:10 PM,,,,,
Dec-19-2023 04:07 PM,Tap out at Broadway-City Hall Stn,3 Zone UPass (N),,$0.00,$5.90,2023-12-19T23:03:00.0000000Z,"Tap out at Broadway-City Hall Stn
3 Zone UPass (N)",04:07 PM,,,,,
Dec-19-2023 03:59 PM,Transfer at Oakridge-41st Stn,3 Zone UPass (N),,$0.00,$5.90,2023-12-19T23:03:00.0000000Z,"Transfer at Oakridge-41st Stn
3 Zone UPass (N)",03:59 PM,,,,,
Dec-19-2023 03:28 PM,Transfer at Bus Stop 50419,3 Zone UPass (N),,$0.00,$5.90,2023-12-19T23:03:00.0000000Z,"Transfer at Bus Stop 50419
3 Zone UPass (N)",03:28 PM,,,,,
Dec-19-2023 03:20 PM,Tap out at King Edward Stn,3 Zone UPass (N),,$0.00,$5.90,2023-12-19T23:03:00.0000000Z,"Tap out at King Edward Stn
3 Zone UPass (N)",03:20 PM,,,,,
Dec-19-2023 03:15 PM,Transfer at Broadway-City Hall Stn,3 Zone UPass (N),,$0.00,$5.90,2023-12-19T23:03:00.0000000Z,"Transfer at Broadway-City Hall Stn
3 Zone UPass (N)",03:15 PM,,,,,
Dec-19-2023 03:03 PM,Tap in at Bus Stop 60494,3 Zone UPass (N),,$0.00,$5.90,2023-12-19T23:03:00.0000000Z,"Tap in at Bus Stop 60494
3 Zone UPass (N)",03:03 PM,,,,,
Dec-19-2023 07:42 AM,Transfer at Bus Stop 50315,3 Zone UPass (N),,$0.00,$5.90,2023-12-19T15:38:00.0000000Z,"Transfer at Bus Stop 50315
3 Zone UPass (N)",07:42 AM,,,,,
Dec-19-2023 07:38 AM,Tap in at Bus Stop 50310,3 Zone UPass (N),,$0.00,$5.90,2023-12-19T15:38:00.0000000Z,"Tap in at Bus Stop 50310
3 Zone UPass (N)",07:38 AM,,,,,
Dec-18-2023 07:36 PM,Transfer at Bus Stop 51574,3 Zone UPass (N),,$0.00,$5.90,2023-12-19T03:22:00.0000000Z,"Transfer at Bus Stop 51574
3 Zone UPass (N)",07:36 PM,,,,,
Dec-18-2023 07:31 PM,Tap out at King Edward Stn,3 Zone UPass (N),,$0.00,$5.90,2023-12-19T03:22:00.0000000Z,"Tap out at King Edward Stn
3 Zone UPass (N)",07:31 PM,,,,,
Dec-18-2023 07:22 PM,Tap in at Oakridge-41st Stn,3 Zone UPass (N),,$0.00,$5.90,2023-12-19T03:22:00.0000000Z,"Tap in at Oakridge-41st Stn
3 Zone UPass (N)",07:22 PM,,,,,
Dec-18-2023 04:01 PM,Transfer at Bus Stop 50412,3 Zone UPass (N),,$0.00,$5.90,2023-12-18T23:36:00.0000000Z,"Transfer at Bus Stop 50412
3 Zone UPass (N)",04:01 PM,,,,,
Dec-18-2023 03:36 PM,Tap in at Bus Stop 60494,3 Zone UPass (N),,$0.00,$5.90,2023-12-18T23:36:00.0000000Z,"Tap in at Bus Stop 60494
3 Zone UPass (N)",03:36 PM,,,,,
Dec-18-2023 07:48 AM,Transfer at Bus Stop 58037,3 Zone UPass (N),,$0.00,$5.90,2023-12-18T15:36:00.0000000Z,"Transfer at Bus Stop 58037
3 Zone UPass (N)",07:48 AM,,,,,
Dec-18-2023 07:36 AM,Tap in at Bus Stop 50310,3 Zone UPass (N),,$0.00,$5.90,2023-12-18T15:36:00.0000000Z,"Tap in at Bus Stop 50310
3 Zone UPass (N)",07:36 AM,,,,,
Dec-17-2023 03:53 PM,Tap in at Bus Stop 50537,3 Zone UPass (N),,$0.00,$5.90,2023-12-17T23:53:00.0000000Z,"Tap in at Bus Stop 50537
3 Zone UPass (N)",03:53 PM,,,,,
Dec-17-2023 07:49 AM,Tap in at Bus Stop 50924,3 Zone UPass (N),,$0.00,$5.90,2023-12-17T15:49:00.0000000Z,"Tap in at Bus Stop 50924
3 Zone UPass (N)",07:49 AM,,,,,
Dec-16-2023 01:04 PM,Tap out at Surrey Central Stn,3 Zone UPass (N),,$0.00,$5.90,2023-12-16T19:12:00.0000000Z,"Tap out at Surrey Central Stn
3 Zone UPass (N)",01:04 PM,,,,,
Dec-16-2023 12:36 PM,Transfer at Joyce Stn,3 Zone UPass (N),,$0.00,$5.90,2023-12-16T19:12:00.0000000Z,"Transfer at Joyce Stn
3 Zone UPass (N)",12:36 PM,,,,,
Dec-16-2023 12:18 PM,Transfer at Bus Stop 60349,3 Zone UPass (N),,$0.00,$5.90,2023-12-16T19:12:00.0000000Z,"Transfer at Bus Stop 60349
3 Zone UPass (N)",12:18 PM,,,,,
Dec-16-2023 11:12 AM,Tap in at Bus Stop 50364,3 Zone UPass (N),,$0.00,$5.90,2023-12-16T19:12:00.0000000Z,"Tap in at Bus Stop 50364
3 Zone UPass (N)",11:12 AM,,,,,
Dec-15-2023 12:39 PM,Transfer at Bus Stop 58501,3 Zone UPass (N),,$0.00,$5.90,2023-12-15T20:21:00.0000000Z,"Transfer at Bus Stop 58501
3 Zone UPass (N)",12:39 PM,,,,,
Dec-15-2023 12:21 PM,Tap in at Bus Stop 50471,3 Zone UPass (N),,$0.00,$5.90,2023-12-15T20:21:00.0000000Z,"Tap in at Bus Stop 50471
3 Zone UPass (N)",12:21 PM,,,,,
Dec-14-2023 01:30 PM,Transfer at Bus Stop 50412,3 Zone UPass (N),,$0.00,$5.90,2023-12-14T21:07:00.0000000Z,"Transfer at Bus Stop 50412
3 Zone UPass (N)",01:30 PM,,,,,
Dec-14-2023 01:07 PM,Tap in at Bus Stop 60494,3 Zone UPass (N),,$0.00,$5.90,2023-12-14T21:07:00.0000000Z,"Tap in at Bus Stop 60494
3 Zone UPass (N)",01:07 PM,,,,,
Dec-13-2023 11:25 AM,Transfer at Bus Stop 51574,3 Zone UPass (N),,$0.00,$5.90,2023-12-13T18:26:00.0000000Z,"Transfer at Bus Stop 51574
3 Zone UPass (N)",11:25 AM,,,,,
Dec-13-2023 11:20 AM,Tap out at King Edward Stn,3 Zone UPass (N),,$0.00,$5.90,2023-12-13T18:26:00.0000000Z,"Tap out at King Edward Stn
3 Zone UPass (N)",11:20 AM,,,,,
Dec-13-2023 11:12 AM,Transfer at Olympic Village Stn,3 Zone UPass (N),,$0.00,$5.90,2023-12-13T18:26:00.0000000Z,"Transfer at Olympic Village Stn
3 Zone UPass (N)",11:12 AM,,,,,
Dec-13-2023 10:33 AM,Tap out at Broadway-City Hall Stn,3 Zone UPass (N),,$0.00,$5.90,2023-12-13T18:26:00.0000000Z,"Tap out at Broadway-City Hall Stn
3 Zone UPass (N)",10:33 AM,,,,,
Dec-13-2023 10:26 AM,Tap in at Oakridge-41st Stn,3 Zone UPass (N),,$0.00,$5.90,2023-12-13T18:26:00.0000000Z,"Tap in at Oakridge-41st Stn
3 Zone UPass (N)",10:26 AM,,,,,
Dec-12-2023 09:11 PM,Transfer at Bus Stop 60162,3 Zone UPass (N),,$0.00,$5.90,2023-12-13T04:45:00.0000000Z,"Transfer at Bus Stop 60162
3 Zone UPass (N)",09:11 PM,,,,,
Dec-12-2023 08:45 PM,Tap in at Bus Stop 51592,3 Zone UPass (N),,$0.00,$5.90,2023-12-13T04:45:00.0000000Z,"Tap in at Bus Stop 51592
3 Zone UPass (N)",08:45 PM,,,,,
Dec-12-2023 03:33 PM,Tap in at Bus Stop 50537,3 Zone UPass (N),,$0.00,$5.90,2023-12-12T23:33:00.0000000Z,"Tap in at Bus Stop 50537
3 Zone UPass (N)",03:33 PM,,,,,
Dec-12-2023 07:49 AM,Tap in at Bus Stop 58037,3 Zone UPass (N),,$0.00,$5.90,2023-12-12T15:49:00.0000000Z,"Tap in at Bus Stop 58037
3 Zone UPass (N)",07:49 AM,,,,,
Dec-11-2023 02:45 PM,Tap in at Bus Stop 50540,3 Zone UPass (N),,$0.00,$5.90,2023-12-11T22:45:00.0000000Z,"Tap in at Bus Stop 50540
3 Zone UPass (N)",02:45 PM,,,,,
Dec-11-2023 07:51 AM,Transfer at Bus Stop 58501,3 Zone UPass (N),,$0.00,$5.90,2023-12-11T15:37:00.0000000Z,"Transfer at Bus Stop 58501
3 Zone UPass (N)",07:51 AM,,,,,
Dec-11-2023 07:47 AM,Tap out at Broadway-City Hall Stn,3 Zone UPass (N),,$0.00,$5.90,2023-12-11T15:37:00.0000000Z,"Tap out at Broadway-City Hall Stn
3 Zone UPass (N)",07:47 AM,,,,,
Dec-11-2023 07:37 AM,Tap in at Oakridge-41st Stn,3 Zone UPass (N),,$0.00,$5.90,2023-12-11T15:37:00.0000000Z,"Tap in at Oakridge-41st Stn
3 Zone UPass (N)",07:37 AM,,,,,
Dec-10-2023 03:07 PM,Tap out at Oakridge-41st Stn,3 Zone UPass (N),,$0.00,$5.90,2023-12-10T21:42:00.0000000Z,"Tap out at Oakridge-41st Stn
3 Zone UPass (N)",03:07 PM,,,,,
Dec-10-2023 02:58 PM,Transfer at Marine Drive Stn,3 Zone UPass (N),,$0.00,$5.90,2023-12-10T21:42:00.0000000Z,"Transfer at Marine Drive Stn
3 Zone UPass (N)",02:58 PM,,,,,
Dec-10-2023 02:30 PM,Tap out at Marine Drive Stn,3 Zone UPass (N),,$0.00,$5.90,2023-12-10T21:42:00.0000000Z,"Tap out at Marine Drive Stn
3 Zone UPass (N)",02:30 PM,,,,,
Dec-10-2023 02:24 PM,Transfer at Oakridge-41st Stn,3 Zone UPass (N),,$0.00,$5.90,2023-12-10T21:42:00.0000000Z,"Transfer at Oakridge-41st Stn
3 Zone UPass (N)",02:24 PM,,,,,
Dec-10-2023 01:56 PM,Tap out at Oakridge-41st Stn,3 Zone UPass (N),,$0.00,$5.90,2023-12-10T21:42:00.0000000Z,"Tap out at Oakridge-41st Stn
3 Zone UPass (N)",01:56 PM,,,,,
Dec-10-2023 01:48 PM,Transfer at Broadway-City Hall Stn,3 Zone UPass (N),,$0.00,$5.90,2023-12-10T21:42:00.0000000Z,"Transfer at Broadway-City Hall Stn
3 Zone UPass (N)",01:48 PM,,,,,
Dec-10-2023 01:42 PM,Tap in at Bus Stop 60494,3 Zone UPass (N),,$0.00,$5.90,2023-12-10T21:42:00.0000000Z,"Tap in at Bus Stop 60494
3 Zone UPass (N)",01:42 PM,,,,,
Dec-08-2023 11:15 AM,Transfer at Bus Stop 50298,3 Zone UPass (N),,$0.00,$5.90,2023-12-08T18:15:00.0000000Z,"Transfer at Bus Stop 50298
3 Zone UPass (N)",11:15 AM,,,,,
Dec-08-2023 10:15 AM,Tap in at Bus Stop 51574,3 Zone UPass (N),,$0.00,$5.90,2023-12-08T18:15:00.0000000Z,"Tap in at Bus Stop 51574
3 Zone UPass (N)",10:15 AM,,,,,
Dec-07-2023 05:03 PM,Transfer at Bus Stop 50467,3 Zone UPass (N),,$0.00,$5.90,2023-12-08T00:16:00.0000000Z,"Transfer at Bus Stop 50467
3 Zone UPass (N)",05:03 PM,,,,,
Dec-07-2023 05:00 PM,Tap out at Oakridge-41st Stn,3 Zone UPass (N),,$0.00,$5.90,2023-12-08T00:16:00.0000000Z,"Tap out at Oakridge-41st Stn
3 Zone UPass (N)",05:00 PM,,,,,
Dec-07-2023 04:51 PM,Transfer at Broadway-City Hall Stn,3 Zone UPass (N),,$0.00,$5.90,2023-12-08T00:16:00.0000000Z,"Transfer at Broadway-City Hall Stn
3 Zone UPass (N)",04:51 PM,,,,,
Dec-07-2023 04:16 PM,Tap in at Bus Stop 60494,3 Zone UPass (N),,$0.00,$5.90,2023-12-08T00:16:00.0000000Z,"Tap in at Bus Stop 60494
3 Zone UPass (N)",04:16 PM,,,,,
Dec-07-2023 01:11 PM,Transfer at Bus Stop 58501,3 Zone UPass (N),,$0.00,$5.90,2023-12-07T20:54:00.0000000Z,"Transfer at Bus Stop 58501
3 Zone UPass (N)",01:11 PM,,,,,
Dec-07-2023 12:54 PM,Tap in at Bus Stop 60494,3 Zone UPass (N),,$0.00,$5.90,2023-12-07T20:54:00.0000000Z,"Tap in at Bus Stop 60494
3 Zone UPass (N)",12:54 PM,,,,,
Dec-07-2023 07:51 AM,Transfer at Bus Stop 58501,3 Zone UPass (N),,$0.00,$5.90,2023-12-07T15:39:00.0000000Z,"Transfer at Bus Stop 58501
3 Zone UPass (N)",07:51 AM,,,,,
Dec-07-2023 07:47 AM,Tap out at Broadway-City Hall Stn,3 Zone UPass (N),,$0.00,$5.90,2023-12-07T15:39:00.0000000Z,"Tap out at Broadway-City Hall Stn
3 Zone UPass (N)",07:47 AM,,,,,
Dec-07-2023 07:39 AM,Tap in at Oakridge-41st Stn,3 Zone UPass (N),,$0.00,$5.90,2023-12-07T15:39:00.0000000Z,"Tap in at Oakridge-41st Stn
3 Zone UPass (N)",07:39 AM,,,,,
Dec-05-2023 03:51 PM,Tap in at Bus Stop 50537,3 Zone UPass (N),,$0.00,$5.90,2023-12-05T23:51:00.0000000Z,"Tap in at Bus Stop 50537
3 Zone UPass (N)",03:51 PM,,,,,
Dec-05-2023 07:47 AM,Transfer at Bus Stop 58037,3 Zone UPass (N),,$0.00,$5.90,2023-12-05T15:38:00.0000000Z,"Transfer at Bus Stop 58037
3 Zone UPass (N)",07:47 AM,,,,,
Dec-05-2023 07:38 AM,Tap in at Bus Stop 50310,3 Zone UPass (N),,$0.00,$5.90,2023-12-05T15:38:00.0000000Z,"Tap in at Bus Stop 50310
3 Zone UPass (N)",07:38 AM,,,,,
Dec-04-2023 04:06 PM,Tap in at Bus Stop 50537,3 Zone UPass (N),,$0.00,$5.90,2023-12-05T00:06:00.0000000Z,"Tap in at Bus Stop 50537
3 Zone UPass (N)",04:06 PM,,,,,
Dec-04-2023 07:51 AM,Transfer at Bus Stop 58501,3 Zone UPass (N),,$0.00,$5.90,2023-12-04T15:42:00.0000000Z,"Transfer at Bus Stop 58501
3 Zone UPass (N)",07:51 AM,,,,,
Dec-04-2023 07:42 AM,Tap in at Bus Stop 50471,3 Zone UPass (N),,$0.00,$5.90,2023-12-04T15:42:00.0000000Z,"Tap in at Bus Stop 50471
3 Zone UPass (N)",07:42 AM,,,,,
Dec-03-2023 05:30 PM,Tap out at Oakridge-41st Stn,3 Zone UPass (N),,$0.00,$5.90,2023-12-04T01:10:00.0000000Z,"Tap out at Oakridge-41st Stn
3 Zone UPass (N)",05:30 PM,,,,,
Dec-03-2023 05:23 PM,Transfer at Broadway-City Hall Stn,3 Zone UPass (N),,$0.00,$5.90,2023-12-04T01:10:00.0000000Z,"Transfer at Broadway-City Hall Stn
3 Zone UPass (N)",05:23 PM,,,,,
Dec-03-2023 05:10 PM,Tap in at Bus Stop 50871,3 Zone UPass (N),,$0.00,$5.90,2023-12-04T01:10:00.0000000Z,"Tap in at Bus Stop 50871
3 Zone UPass (N)",05:10 PM,,,,,
Dec-03-2023 06:44 AM,Tap in at Bus Stop 50315,3 Zone UPass (N),,$0.00,$5.90,2023-12-03T14:44:00.0000000Z,"Tap in at Bus Stop 50315
3 Zone UPass (N)",06:44 AM,,,,,
Dec-02-2023 02:34 PM,Tap in at Bus Stop 50537,3 Zone UPass (N),,$0.00,$5.90,2023-12-02T22:34:00.0000000Z,"Tap in at Bus Stop 50537
3 Zone UPass (N)",02:34 PM,,,,,
Dec-02-2023 07:51 AM,Transfer at Bus Stop 58501,3 Zone UPass (N),,$0.00,$5.90,2023-12-02T15:34:00.0000000Z,"Transfer at Bus Stop 58501
3 Zone UPass (N)",07:51 AM,,,,,
Dec-02-2023 07:34 AM,Tap in at Bus Stop 50469,3 Zone UPass (N),,$0.00,$5.90,2023-12-02T15:34:00.0000000Z,"Tap in at Bus Stop 50469
3 Zone UPass (N)",07:34 AM,,,,,
Dec-01-2023 08:43 PM,Tap in at Bus Stop 51492,3 Zone UPass (N),,$0.00,$5.90,2023-12-02T04:43:00.0000000Z,"Tap in at Bus Stop 51492
3 Zone UPass (N)",08:43 PM,,,,,
Nov-30-2023 09:45 PM,Tap in at Bus Stop 61292,3 Zone UPass (N),,$0.00,$5.90,2023-12-01T05:45:00.0000000Z,"Tap in at Bus Stop 61292
3 Zone UPass (N)",09:45 PM,,,,,
Nov-30-2023 05:52 PM,Tap in at Bus Stop 54826,3 Zone UPass (N),,$0.00,$5.90,2023-12-01T01:52:00.0000000Z,"Tap in at Bus Stop 54826
3 Zone UPass (N)",05:52 PM,,,,,
Nov-30-2023 07:54 AM,Transfer at Bus Stop 58501,3 Zone UPass (N),,$0.00,$5.90,2023-11-30T15:38:00.0000000Z,"Transfer at Bus Stop 58501
3 Zone UPass (N)",07:54 AM,,,,,
Nov-30-2023 07:48 AM,Tap out at Broadway-City Hall Stn,3 Zone UPass (N),,$0.00,$5.90,2023-11-30T15:38:00.0000000Z,"Tap out at Broadway-City Hall Stn
3 Zone UPass (N)",07:48 AM,,,,,
Nov-30-2023 07:38 AM,Tap in at Oakridge-41st Stn,3 Zone UPass (N),,$0.00,$5.90,2023-11-30T15:38:00.0000000Z,"Tap in at Oakridge-41st Stn
3 Zone UPass (N)",07:38 AM,,,,,
Nov-29-2023 05:27 PM,Transfer at Bus Stop 50419,3 Zone UPass (N),,$0.00,$5.90,2023-11-30T00:00:00.0000000Z,"Transfer at Bus Stop 50419
3 Zone UPass (N)",05:27 PM,,,,,
Nov-29-2023 05:27 PM,Loaded at Bus Stop 50419,3 Zone UPass (N),,$0.00,$5.90,,"Loaded at Bus Stop 50419
3 Zone UPass (N)",05:27 PM,,,,,
Nov-29-2023 04:59 PM,Transfer at Bus Stop 50364,3 Zone UPass (N),,$0.00,$5.90,2023-11-30T00:00:00.0000000Z,"Transfer at Bus Stop 50364
3 Zone UPass (N)",04:59 PM,,,,,
Nov-29-2023 04:00 PM,Tap in at Bus Stop 51574,3 Zone UPass (N),,$0.00,$5.90,2023-11-30T00:00:00.0000000Z,"Tap in at Bus Stop 51574
3 Zone UPass (N)",04:00 PM,,,,,
Nov-28-2023 08:06 PM,Transfer at Bus Stop 50412,3 Zone UPass (N),,$0.00,$5.90,2023-11-29T03:28:00.0000000Z,"Transfer at Bus Stop 50412
3 Zone UPass (N)",08:06 PM,,,,,
Nov-28-2023 07:39 PM,Tap out at Broadway-City Hall Stn,3 Zone UPass (N),,$0.00,$5.90,2023-11-29T03:28:00.0000000Z,"Tap out at Broadway-City Hall Stn
3 Zone UPass (N)",07:39 PM,,,,,
Nov-28-2023 07:28 PM,Tap in at Oakridge-41st Stn,3 Zone UPass (N),,$0.00,$5.90,2023-11-29T03:28:00.0000000Z,"Tap in at Oakridge-41st Stn
3 Zone UPass (N)",07:28 PM,,,,,
Nov-28-2023 05:09 PM,Tap out at Oakridge-41st Stn,3 Zone UPass (N),,$0.00,$5.90,2023-11-28T23:53:00.0000000Z,"Tap out at Oakridge-41st Stn
3 Zone UPass (N)",05:09 PM,,,,,
Nov-28-2023 05:03 PM,Transfer at Marine Drive Stn,3 Zone UPass (N),,$0.00,$5.90,2023-11-28T23:53:00.0000000Z,"Transfer at Marine Drive Stn
3 Zone UPass (N)",05:03 PM,,,,,
Nov-28-2023 04:55 PM,Tap out at Marine Drive Stn,3 Zone UPass (N),,$0.00,$5.90,2023-11-28T23:53:00.0000000Z,"Tap out at Marine Drive Stn
3 Zone UPass (N)",04:55 PM,,,,,
Nov-28-2023 04:43 PM,Transfer at King Edward Stn,3 Zone UPass (N),,$0.00,$5.90,2023-11-28T23:53:00.0000000Z,"Transfer at King Edward Stn
3 Zone UPass (N)",04:43 PM,,,,,
Nov-28-2023 04:31 PM,Transfer at Bus Stop 50526,3 Zone UPass (N),,$0.00,$5.90,2023-11-28T23:53:00.0000000Z,"Transfer at Bus Stop 50526
3 Zone UPass (N)",04:31 PM,,,,,
Nov-28-2023 03:53 PM,Tap in at Bus Stop 60494,3 Zone UPass (N),,$0.00,$5.90,2023-11-28T23:53:00.0000000Z,"Tap in at Bus Stop 60494
3 Zone UPass (N)",03:53 PM,,,,,
Nov-28-2023 07:41 AM,Transfer at Bus Stop 58037,3 Zone UPass (N),,$0.00,$5.90,2023-11-28T15:36:00.0000000Z,"Transfer at Bus Stop 58037
3 Zone UPass (N)",07:41 AM,,,,,
Nov-28-2023 07:36 AM,Tap in at Bus Stop 50310,3 Zone UPass (N),,$0.00,$5.90,2023-11-28T15:36:00.0000000Z,"Tap in at Bus Stop 50310
3 Zone UPass (N)",07:36 AM,,,,,
Nov-27-2023 05:59 PM,Transfer at Bus Stop 51574,3 Zone UPass (N),,$0.00,$5.90,2023-11-28T01:54:00.0000000Z,"Transfer at Bus Stop 51574
3 Zone UPass (N)",05:59 PM,,,,,
Nov-27-2023 05:54 PM,Tap in at Bus Stop 50469,3 Zone UPass (N),,$0.00,$5.90,2023-11-28T01:54:00.0000000Z,"Tap in at Bus Stop 50469
3 Zone UPass (N)",05:54 PM,,,,,
Nov-27-2023 04:30 PM,Tap out at Oakridge-41st Stn,3 Zone UPass (N),,$0.00,$5.90,2023-11-28T00:23:00.0000000Z,"Tap out at Oakridge-41st Stn
3 Zone UPass (N)",04:30 PM,,,,,
Nov-27-2023 04:23 PM,Tap in at Broadway-City Hall Stn,3 Zone UPass (N),,$0.00,$5.90,2023-11-28T00:23:00.0000000Z,"Tap in at Broadway-City Hall Stn
3 Zone UPass (N)",04:23 PM,,,,,
Nov-27-2023 07:43 AM,Transfer at Bus Stop 58037,3 Zone UPass (N),,$0.00,$5.90,2023-11-27T15:39:00.0000000Z,"Transfer at Bus Stop 58037
3 Zone UPass (N)",07:43 AM,,,,,
Nov-27-2023 07:39 AM,Tap in at Bus Stop 50310,3 Zone UPass (N),,$0.00,$5.90,2023-11-27T15:39:00.0000000Z,"Tap in at Bus Stop 50310
3 Zone UPass (N)",07:39 AM,,,,,
Nov-26-2023 02:20 PM,Tap in at Bus Stop 50537,3 Zone UPass (N),,$0.00,$5.90,2023-11-26T22:20:00.0000000Z,"Tap in at Bus Stop 50537
3 Zone UPass (N)",02:20 PM,,,,,
Nov-26-2023 07:55 AM,Transfer at Bus Stop 58501,3 Zone UPass (N),,$0.00,$5.90,2023-11-26T15:40:00.0000000Z,"Transfer at Bus Stop 58501
3 Zone UPass (N)",07:55 AM,,,,,
Nov-26-2023 07:51 AM,Tap out at Broadway-City Hall Stn,3 Zone UPass (N),,$0.00,$5.90,2023-11-26T15:40:00.0000000Z,"Tap out at Broadway-City Hall Stn
3 Zone UPass (N)",07:51 AM,,,,,
Nov-26-2023 07:40 AM,Tap in at Oakridge-41st Stn,3 Zone UPass (N),,$0.00,$5.90,2023-11-26T15:40:00.0000000Z,"Tap in at Oakridge-41st Stn
3 Zone UPass (N)",07:40 AM,,,,,
Nov-25-2023 03:56 PM,Transfer at Bus Stop 51787,3 Zone UPass (N),,$0.00,$5.90,2023-11-25T23:45:00.0000000Z,"Transfer at Bus Stop 51787
3 Zone UPass (N)",03:56 PM,,,,,
Nov-25-2023 03:52 PM,Tap out at Joyce Stn,3 Zone UPass (N),,$0.00,$5.90,2023-11-25T23:45:00.0000000Z,"Tap out at Joyce Stn
3 Zone UPass (N)",03:52 PM,,,,,
Nov-25-2023 03:45 PM,Tap in at Metrotown Stn,3 Zone UPass (N),,$0.00,$5.90,2023-11-25T23:45:00.0000000Z,"Tap in at Metrotown Stn
3 Zone UPass (N)",03:45 PM,,,,,
Nov-25-2023 12:05 PM,Tap out at Metrotown Stn,3 Zone UPass (N),,$0.00,$5.90,2023-11-25T19:39:00.0000000Z,"Tap out at Metrotown Stn
3 Zone UPass (N)",12:05 PM,,,,,
Nov-25-2023 11:58 AM,Transfer at Joyce Stn,3 Zone UPass (N),,$0.00,$5.90,2023-11-25T19:39:00.0000000Z,"Transfer at Joyce Stn
3 Zone UPass (N)",11:58 AM,,,,,
Nov-25-2023 11:39 AM,Tap in at Bus Stop 60349,3 Zone UPass (N),,$0.00,$5.90,2023-11-25T19:39:00.0000000Z,"Tap in at Bus Stop 60349
3 Zone UPass (N)",11:39 AM,,,,,
Nov-24-2023 04:43 PM,Transfer at Bus Stop 50419,3 Zone UPass (N),,$0.00,$5.90,2023-11-25T00:21:00.0000000Z,"Transfer at Bus Stop 50419
3 Zone UPass (N)",04:43 PM,,,,,
Nov-24-2023 04:21 PM,Tap in at Bus Stop 50362,3 Zone UPass (N),,$0.00,$5.90,2023-11-25T00:21:00.0000000Z,"Tap in at Bus Stop 50362
3 Zone UPass (N)",04:21 PM,,,,,
Nov-24-2023 10:51 AM,Transfer at Bus Stop 51574,3 Zone UPass (N),,$0.00,$5.90,2023-11-24T18:44:00.0000000Z,"Transfer at Bus Stop 51574
3 Zone UPass (N)",10:51 AM,,,,,
Nov-24-2023 10:44 AM,Tap in at Bus Stop 50469,3 Zone UPass (N),,$0.00,$5.90,2023-11-24T18:44:00.0000000Z,"Tap in at Bus Stop 50469
3 Zone UPass (N)",10:44 AM,,,,,
Nov-23-2023 10:55 PM,Tap out at Oakridge-41st Stn,3 Zone UPass (N),,$0.00,$5.90,2023-11-24T06:41:00.0000000Z,"Tap out at Oakridge-41st Stn
3 Zone UPass (N)",10:55 PM,,,,,
Nov-23-2023 10:41 PM,Tap in at Vancouver City Centre Stn,3 Zone UPass (N),,$0.00,$5.90,2023-11-24T06:41:00.0000000Z,"Tap in at Vancouver City Centre Stn
3 Zone UPass (N)",10:41 PM,,,,,
Nov-23-2023 06:33 PM,Tap out at Vancouver City Centre Stn,3 Zone UPass (N),,$0.00,$5.90,2023-11-24T02:21:00.0000000Z,"Tap out at Vancouver City Centre Stn
3 Zone UPass (N)",06:33 PM,,,,,
Nov-23-2023 06:21 PM,Tap in at Oakridge-41st Stn,3 Zone UPass (N),,$0.00,$5.90,2023-11-24T02:21:00.0000000Z,"Tap in at Oakridge-41st Stn
3 Zone UPass (N)",06:21 PM,,,,,
Nov-23-2023 03:00 PM,Tap out at Oakridge-41st Stn,3 Zone UPass (N),,$0.00,$5.90,2023-11-23T22:51:00.0000000Z,"Tap out at Oakridge-41st Stn
3 Zone UPass (N)",03:00 PM,,,,,
Nov-23-2023 02:51 PM,Tap in at Broadway-City Hall Stn,3 Zone UPass (N),,$0.00,$5.90,2023-11-23T22:51:00.0000000Z,"Tap in at Broadway-City Hall Stn
3 Zone UPass (N)",02:51 PM,,,,,
Nov-23-2023 07:40 AM,Transfer at Bus Stop 58037,3 Zone UPass (N),,$0.00,$5.90,2023-11-23T15:36:00.0000000Z,"Transfer at Bus Stop 58037
3 Zone UPass (N)",07:40 AM,,,,,
Nov-23-2023 07:36 AM,Tap in at Bus Stop 50312,3 Zone UPass (N),,$0.00,$5.90,2023-11-23T15:36:00.0000000Z,"Tap in at Bus Stop 50312
3 Zone UPass (N)",07:36 AM,,,,,
Nov-22-2023 11:24 AM,Transfer at Bus Stop 51480,3 Zone UPass (N),,$0.00,$5.90,2023-11-22T18:46:00.0000000Z,"Transfer at Bus Stop 51480
3 Zone UPass (N)",11:24 AM,,,,,
